movieId,keywords
7714,love triangle camelot musical based on play or musical knight king arthur jousting middle ages (476-1453) knights of the round table lancelot adulterous wife in love with best friend's girl
7716,"based on novel or book romcom loneliness manhattan, new york city"
7720,france seduction courtly life satire musketeer intrigue espada aristocracia
7727,"washington dc, usa the white house politics emir american diplomat reluctant hero foreign diplomat cocktail waitress manipulated woman pawn"
7728,adultery infidelity based on novel or book gas station diner femme fatale film noir murder black and white drifter older husband crime of passion scheming wife adulterous wife wife murders husband
7730,florida cold war military base film in film cuban missile crisis 1960s key west bomb shelter film director teenage protagonist
7742,baby based on novel or book pregnancy dog animals consciousness aggressive
7743,"spacecraft dreams washington dc, usa space travel bullying alien best friend middle school extraterrestrial life form young love circuit board"
7745,adultery vietnam buddhism musician peasant love animal abuse ho chi minh
7748,"paris, france mediterranean painting bourgeoisie road trip femme fatale money bombing dock fugitive lovers"
7749,surrealism man woman relationship traffic jam
7753,biography
7756,battle alexandre nevski alexander nevsky 13th century
7757,"ship skeleton hero bravery menace greek mythology vlies stop motion ancient greece golden fleece based on myths, legends or folklore sea voyage skeletons"
7762,
7766,japan samurai based on novel or book prophecy castle siege ambition betrayal ghost jidaigeki sengoku period feudal lord feudal japan husband and wife século xvi profecia
7767,"society loss of loved one sicily, italy political activism cultural revolution florence, italy turin brother against brother family reunion family conflict post world war ii years of lead family saga lost youth may 68 spanning generations anti-mafia tangentopoli"
7772,deception industrialist brother against brother jealous brother brother brother relationship
7773,high school bomb bullying based on play or musical death threat school shooting drama teacher school shooter death threats girl in trouble
7781,"tornado dysfunctional family kansas, usa"
7782,sniper panama fistfight waterfall gun battle marine jungle sniper rifle political assassination central america u.s. marine dog tag marksman surrounded military uniform surrender camoflage uniform one bullet covert mission covert assassin rescue helicopter unlikely partners
7786,blues tuva throat singing
7789,palestinian-israeli conflict unsociability media skyscraper war on terror 9/11 elderly woman director
7792,"assassination corruption based on novel or book politics seattle, washington senator conspiracy reporter los angeles, california political assassination montage film within a film"
7802,new york city street gang gangster disc jockey gang war coney island survival pursuit gang member new york subway girl gang framed for murder warrior violence excited
7810,space marine nightmare space war alien life-form space based on tv series
7811,alien life-form woman director space centre based on tv series
7812,flying saucer fight artifact space centre based on tv series
7815,small town texas breaking the fourth wall
7820,rape brother peasant child murder revenge pregnant woman medieval rape and revenge 13th century spring (water)
7822,human vs nature gorilla safari man between two women sexual tension kenya tension african bush unhappy marriage big game hunter zoo animals jungle adventure african safari
7826,daydreaming
7831,black and white thin man
7832,black and white thin man
7833,black and white thin man
7834,new year's eve husband wife relationship married couple nightclub murder whodunit black and white private detective murder investigation thin man
7835,black and white thin man
7839,infidelity taxi bad mother-in-law lunatic asylum misunderstanding dog screwball comedy romantic misunderstanding man disguised as woman comedy of remarriage
7840,army british empire uprising soldier thuggee uprising 19th century
7841,
7842,
7843,undercover agent judge joint hunter parent child relationship chaos drug trafficking investigation pizza delivery würzburg tourette syndrome marijuana drugs buddy incest stoner movie
7844,kung fu
7845,small town stranded creature tentacle graboids giant worm oil refinery seismograph metamorphosis remote control car hunt guns
7846,small town survival creature evolution graboids shriekers tourist attraction toy car real estate agent giant worm flaming arrow teamwork explosions
7879,adult humor comedian woman director
7882,"voodoo cornwall, england human sacrifice zombie witchcraft"
7883,island jealousy love triangle nurse superstition voodoo calypso plantation half-brother psychological abuse sorrow sibling rivalry zombie doctor alcoholic tower val lewton tropical island voodoo ritual science vs religion guilty conscience voodoo doll gothic romance brain dead descendants of african slaves plantation owner cane field
7884,rock 'n' roll jazz heroin coffin drug mule blues groupie satanist trumpet road trip corpse motorcycle gang road movie canadian border
7888,musical satire workplace business broadway musical workplace comedy workplace romance satire comedy
7889,sheriff gore aging lawlessness breast gun battle old friends flogging pat garrett manhunt
7891,vampire cigarette post-apocalyptic future end of the world zombie black and white corpse disease dead man watching tv antidote blood transfusion blindness graveyard last man on earth steak destroying a car secret burial mortal wound new car
7894,mexico robbery rape prisoner liberation of prisoners revolution class spaghetti western techniscope
7895,prostitute bounty hunter mexico bartender revenge murder gunfight brutality death suitcase full of money
7896,runaway lawman  betrayal by friend gun shooting gold shipment aging hero retired lawman hasty marriage shoot out
7899,kung fu martial arts tournament
7900,rape mad scientist victorian england murder grave robber grave robbing brain transplant frankenstein
7916,
7920,fascism delusion dark comedy sex change pubic hair murder cannibal homeless shelter lesbian independent film
7924,"gun detective film noir tokyo, japan black and white post war japan heatwave"
7925,japan male friendship jidaigeki sengoku period feudal japan 16th century mountain fortress
7926,chauffeur police ransom manager kidnapping blackmail heroin film noir black and white shoe criminal investigation japanese noir anxious yokohama shōwa era (1926-89) sequestro audacious cruel japanese society
7930,child abuse escape shotgun serial killer landlord wrongful imprisonment cannibal incest blunt mental illness break in psychotic guard dog bad landlord disfigurement tarot greedy developer neighborhood landlord tenant relationship shocking poor kid murderous pair trapped in a house class warfare in the walls mother daughter relationship brother sister relationship sexual fetish absurd antagonistic ridiculous
7932,new york city homelessness black and white underground tunnel 1990s unhoused population
7934,great depression celebrity mockumentary chameleon psychiatrist found footage newsreel footage electroconvulsive therapy 1920s 1930s historical images mocking historical events
7936,
7937,hotel sibling relationship travel rage desire complex sister sister relationship anxious playful dramatic suspenseful defiant
7938,suicide winter faith pastor priest meaningless existence meditative reflective loss of faith callous disheartening
7939,daughter island schizophrenia author mental illness electroconvulsive therapy
7940,dual identity magic paranoia paranormal phenomena witchcraft reality vs fantasy struggling artist scam artist disguises social allegory
7943,small town new jersey gas station boxer heist femme fatale film noir murder black and white attempted robbery insurance investigator hemingway
7944,hotel mexico bus tourist minister poet bus driver based on play or musical tourist guide alcoholism priest tour bus church alcoholic guide broken glass sketch artist iguana spinster hammock introspective padre ônibus
7951,monster escape supernatural serial killer dark fantasy
7976,infidelity california home pregnancy abusive father harassment father religion suburb drugs alcoholic psychotic underage sex torment
7979,concert film audience monterey pop festival direct cinema
7980,mission army allies world war ii netherlands bridge tank based on true story operation market garden soldier arnhem military operation 1940s historical battle dramatic wwii ww 2
7981,undercover agent undercover hong kong
7982,amnesia drug abuse loss of loved one homicide drug addiction stepmother menstruation sister tragedy psychological thriller vengeful ghost occult unreliable narrator existentialism cremation narcolepsy ambiguity psychological horror psychological drama
7983,new york city artist comedian girlfriend talent manager
7984,experiment transformation mad scientist alternate dimension parallel world lovecraftian
7986,post-apocalyptic future mecha giant robot piloted robot robot robot fighting
7987,gore surrealism fireplace storm doll toy maker candlestick traveling toymaker possessed doll
7988,killer robot space war state of emergency
7991,dystopia reality spoof street race death game
7993,talent artist beatnik sculpture murder proto-slasher
8008,dancing musical
8010,based on novel or book africa shower chicken apartheid bullying boxing
8011,cointel pro
8012,japan loser road trip travel disappearance summer hitchhiking
8014,dying and death life and death countryside temple isolation buddhism buddhist monk becoming an adult mountain lake meditation attachment to nature religious education season cycle penalty mortification restart taskmaster philosophy kids contemplative cinema
8015,toy car toll booth
8016,robbery based on novel or book texas heist con artist murder organized crime on the run bag of money gunfight bank robbery double cross neo-noir
8019,based on novel or book nightmare parent child relationship family occult ghost child custody new apartment heisei j-horror jhorror
8024,"country music love triangle singer-songwriter nashville, tennessee"
8025,
8033,insurance fraud theft art thief swinging 60s caper comedy art museum forgery
8035,art killer rapist policewoman
8042,"secret love italian american gangster protection money epilepsy redemption money little italy catholicism manhattan, new york city grand"
8043,neo-nazism clown widower oakland athletics child kidnapping
8044,prison war veteran blackmail hamburger based on true story chain gang fugitive pre-code escaped prisoner reverend tradesman prison system prison brutality prison life prison reform innocent in jail reformed criminal escapee forced labor
8045,vietnam war insanity gi u.s. air force us army loss nva lieutenant jungle gunfight soldier massacre combat war hero anti war hand to hand combat hamburger hill
8057,florida gigolo based on play or musical womanizer drifter corrupt politician movie star fading star
8092,time travel alternative reality
8093,bomb s.w.a.t. spy secret agent ctx terrorism agent intelligence agent angry korean army inter-korean relations
8094,film noir murder racism desert based on short story post world war ii southwestern u.s. one armed man japanese american 1940s
8117,army robbery sibling relationship denmark chance explosive bank donation dark comedy poker game bank robbery hoodlum
8118,rescue martial arts undercover agent secret mission revenge organized crime delta force drug cartel gun battle action hero
8119,harmonica blues
8121,quebec doctor scheming ruse small village rural setting
8125,adultery lake love triangle pig marriage crisis country life indian summer  redemption rural area black and white storm silent film farmer troubled marriage german expressionism
8126,journalist insane asylum
8128,france parent child relationship resistance vichy regime holocaust (shoah) deportation jew persecution auschwitz-birkenau concentration camp national socialism biography antisemitism best friend catholicism resistance fighter jewish boy calm reflective children in wartime bitter compassionate gentle
8131,romance advertising executive drastic change of life
8132,"chicago, illinois sports boxer fistfight tournament racial tension boxing"
8136,mutation stolen money revenge back from the dead
8137,aging injection secretary murderer scientist wasp advertising skin anti-aging metamorphosis ceo blood sucking cosmetics enzyme women killing women reverse aging genetic experiment advertising campaign woman employer
8138,leech swamp
8142,japan undercover agent gangster yakuza viertel police officer hoodlum
8143,"dancer circus bavaria, germany new orleans, louisiana courtesan biography 19th century"
8147,experiment mouse genius intelligence test
8153,"suicide paris, france painting artist grave ear melancholy painter biography historical figure art torment impressionist 19th century thoughtful somber philosophical serious dramatic sentimental intense compassionate tragic"
8154,"dying and death sea newspaper lovesickness sunrise unsociability rome, italy photographer loss of loved one sadness night life fountain melancholy black and white cowardliness ghost dramatic totalscope"
8157,japan resistance dystopia little red riding hood brothers grimm politician alternate history suicide mission atmospheric resistance fighter social issues anime
8158,heroin paranoia texas cocaine investigation cold turkey addiction assignment love undercover cop theft drugs narcotics cop dealer frantic suspenseful
8167,governor jamaica exile treason sword fight piracy pirate doctor slave physician swashbuckler irishman buccaneer sea battle pirate ship 17th century sold into slavery
8169,spacecraft new york city extraterrestrial technology alien life-form apartment building elderly couple property development
8183,hairdresser literature professor based on play or musical university alcoholic
8188,governor japan courtesan exile banishment prostitution compassion based on short story decree mercy feudal japan 11th century ancient japan
8189,"metropolis strike paris, france transvestism subway sightseeing urban life slapstick comedy"
8190,world war ii omaha beach u.s. navy naval officer d-day coward mental illness american in the uk
8191,adultery england based on play or musical tudor king british history anne boleyn henry viii illicit affair 16th century british monarchy audacious ominous
8195,island mediterranean police architect black and white boating trip
8196,pop star pop musical sexploitation rock band inheritance fight all girl band psychotronic sexual liberation socialite party independent film women in music
8197,"new love france atomic bomb return lover architect hiroshima, japan black and white family extramarital affair anti war"
8199,japan samurai based on novel or book greed bigamy tragedy rural area black and white ghost jidaigeki sengoku period feudal japan 16th century warring states period historical romance
8207,"assassin assassination france paris, france based on novel or book police hitman traitor castle fake identity disguise assassination of president assassination attempt denunciation"
8225,remake attack zombie
8228,based on novel or book detective ladies' man femme fatale womanizer film noir murder statuette private detective black bird pre-code fall guy adulterous affair
8232,romcom
8235,police department store clock climbing black and white silent film
8236,new york city film noir serial killer black and white newspaper man
8238,new york city nihilism parent child relationship photographer dark comedy surrealism based on play or musical wedding ceremony obscene telephone call apathy
8239,based on novel or book nun faith lie uncle wine devoutness rural area black and white orphan guilt mother superior convent (nunnery) novice vow intense
8241,"ransom san francisco, california hostage private school rebellious youth criminal mastermind hostage situation teen rebel police shootout british villain teenager"
8253,treasure samurai casino clock tower castle count based on comic thief counterfeit based on manga gentleman thief counterfeit money anime based on tv series whimsical vibrant
8254,flying self-discovery arizona car dealer american dream
8261,california suicide attempt roommates identity crisis avant-garde pregnant woman dream sequence expectant mother still birth mysterious dissociative identity disorder shooting range dual personality lonely woman new girl in town taken under wing duality california desert mural mural artist
8264,"cat long island, new york eccentric mansion recluse raccoon woman director eccentric family direct cinema hamptons mother daughter relationship familiar"
8266,pop star suicide attempt aspiring singer anxious admiring commanding vibrant
8268,"death penalty assassin washington dc, usa new orleans, louisiana doomed man lethal injection secret agent remake"
8270,suicide hairdresser man woman relationship little boy falling in love told in flashback romantic tragic
8275,blackface barco remo escola formatura
8290,drug trafficking
8293,italian american wedding ceremony second marriage death of husband woman director jewish family mother daughter relationship mixed marriage suicidal child
8302,newspaper escaped convict reporter screwball comedy newspaper editor pre-code editor press room rolltop desk
8327,new love japan regret broken engagement pop star suicide attempt allegory yakuza bunraku murder multiple storylines eternal love long lost love
8331,secretary doctor critic man in wheelchair slip christmas uninvited guest home care nurse houseguest unwanted guest home intrusion
8335,bridge eavesdropping son-in-law family reunion parents elderly couple retirement home general store dance band septuagenarian ballroom daughter–in–law rhumba depressing
8336,military officer romcom deception train marriage engagement military academy adult as a child
8337,mutiny post-traumatic stress disorder (ptsd) war ship paranoia world war ii mental breakdown cowardice military court u.s. navy naval officer novelist military life psychiatry court martial storm at sea shipyard naval warfare 1940s courtroom drama panic attack
8338,based on novel or book himalaya mountain range nun mountain forbidden love india bengal
8340,"prison island based on novel or book escape san francisco, california alcatraz prison prison warden based on true story prison escape 1960s escape plan apologetic assertive defiant"
8341,child abuse based on novel or book pickpocket victorian england black and white orphan
8360,prison princess magic kingdom fairy tale liberation transformation honeymoon prince villain parents-in-law enchantment sequel anthropomorphism dragon ogre fairy godmother cartoon donkey
8361,"new york city philadelphia, pennsylvania saving the world scotland climate change greenhouse effect tornado hurricane hail temperature drop ice age polar zone barrier ice ice melting evacuation flooding rescue mission global warming tsunami end of the world disaster snow scientist united nations high school student climatologist freezing frozen alive disaster movie snowed in typhoon cataclysmic storm new york public library global catastrophe climate science climate crisis superstorm torrential rain mass casualties"
8362,new york city mannequin loss of loved one pastor fashion designer family relationships romance fashion
8363,hip-hop airplane chaos stewardess nightclub champagne lawsuit crude humor airport security flight attendant
8364,
8366,"coming out high school christianity harassment baltimore, usa bible satire bullying loss of virginity coming of age teen movie evangelical teen comedy religious hypocrisy lgbt teen teenage pregnancy born again christian religious intolerance closeted homosexual"
8368,witch school friend friendship flying magic bus traitor child hero school of witchcraft black magic time travel school best friend werewolf muggle ghost wizard aftercreditsstinger magical creature night bus teenage life christmas school class based on young adult novel magic spell admiring comforting enchant teen fantasy
8369,island fbi simulation training serial killer slasher series of murders suspicious fbi agent suspenseful
8370,martial arts japan samurai sword geisha blackmail revenge blind jidaigeki aggressive
8371,prison bounty hunter dystopia anti hero space travel sequel escaped convict on the run alien race futuristic society planet invasion reluctant hero intergalactic travel x-ray vision future noir annihilation save humanity bounty multiverse draining souls deadly planet super max prison necro
8372,cat competition veterinarian mascot based on comic lasagna dog show pets live action and animation abduction train station high school crush cgi-live action hybrid
8373,android transformation housewife
8375,government witch hunt
8376,underdog high school sibling relationship idaho chat friends school dance social outcast aftercreditsstinger socially awkward based on short film indifferent quirky characters
8378,hospital doctor surgery woman director
8379,alcoholism backstage lgbt post world war ii make up drunkenness
8380,police kidnapping highway based on true story road trip reporter criminal convict
8382,
8383,mayor motel vermont sketch artist small town girl
8385,romcom deception advertising sex comedy white collar madison avenue workplace comedy workplace romance enemies to lovers farce dating deception
8387,"video game mafia police academy moscow, russia commandant"
8391,friendship surfing california vietnam sports coming of age flash forward 1960s
8402,california based on memoir or autobiography teenage love 1950s
8405,island nightmare isolation insanity artist diary castle insomnia surrealism black and white gothic pregnant wife voyeurism breakdown
8410,assassin usa president film noir black and white train home invasion secret service grocery store held hostage assassination plan electrician tv repairman
8424,new year's eve infidelity husband wife relationship based on novel or book double moral standard wedding divorce extramarital affair pre-code ex-husband ex-wife relationship
8425,
8426,android anthology robot as menace giant robot piloted robot scientist amusement park adult animation secret lover woman director anime
8427,future government telethon
8446,world war ii marine corps marine sergeant u.s. marine iwo jima
8447,spacecraft flying saucer extraterrestrial technology mutant nobel prize space travel georgia resettlement alien nuclear scientist space scientist death ray interplanetary war
8450,italy africa love debt orphan
8451,juvenile delinquent teaching
8454,mentally disabled rape village life pregnancy village pregnant minor unwillingly pregnant disappearance disabled
8456,"police brutality rome, italy black humor social satire sexual sadism masochist crime investigation political repression power abuse kafkaesque"
8458,small town world war i told in flashback cosmetics adopted son
8459,"new york city marriage love money wealth inheritance manhattan, new york city embroidery spinster 19th century fortune fortune hunter"
8461,china based on novel or book japanese occupation of china
8462,big business vice president
8463,small town rape deaf
8464,experiment diet junk food health food food industry fast food i'm lovin it
8465,self sacrifice gambling staged death gangster taxi driver fiancé deception film noir unrequited love shootout nervous breakdown district attorney racetrack racketeers ex-con frame up parole officer illegal gambling drunkenness hero worship dog racing gangland killing father daughter relationship
8477,"paris, france nuclear war post-apocalyptic future paris orly airport time travel radioactivity black and white short film"
8481,fort native american ranger massacre scalping cannibal french and indian war
8482,painting attic painting comes to life never aging
8484,japan fascism world war ii prison escape conscientious objector snow soldier chinese shallow grave mandarin ore mine romantic tragic
8487,professor romcom critic
8491,prison undercover agent parent child relationship gangster psychopath mama's boy heist film noir on the run shootout train explosion killer inmate criminal gang prison break infiltrate unfaithful wife
8492,"london, england based on novel or book businessman holiday greed supernatural redemption business ethics victorian england money black and white miser ghost christmas christmas eve"
8493,world war ii bomber u.s. air force danger of life soldier nostalgic military airplane heroic mission flying fortress nazi germany stern admiring
8494,"poker gambling new orleans, louisiana metrocolor"
8495,strike guitar jail guard prison warden survival
8500,japan monster cyborg giant monster mechagodzilla okinawa sequel alien giant robot robot alien invasion disguise gojira kaiju statue anguirus godzilla tokusatsu
8501,cop-killer sadism gun gas station psychopath falsely accused mass murder paranoia highway road trip serial killer man hunt hitchhiker desert road movie aggressive truck stop intense bewildered mean spirited
8502,grandparent grandchild relationship musical based on play or musical interracial relationship riverboat reconciliation showboat miscegenation paddlewheel boat
8506,depression hallucination shopping mall surrealism video surveillance murder photograph surveillance security guard criminal investigation neo-noir tv monitor loss of wife
8507,infidelity dwarf attempted murder clown beauty carnival romance revenge murder black and white newlywed pre-code bigotry disability sideshow told in flashback speech impediment trapeze artist stutterer deformity conjoined twins freak armless midgets midget bareback rider poisoned drink pseudo-hermaphrodite bearded lady microcephalics human skeleton provocative
8511,new york city immigrant card game slapstick comedy poverty silent film short film
8512,screenplay satire stuntman slapstick comedy mime hollywood silent film satirical cheerful farcical
8518,prostitute based on play or musical sailor pre-code
8521,"london, england double life based on novel or book transformation alter ego black and white jekyll and hyde pre-code marriage engagement torment abused woman"
8526,"new york city london, england paris, france san francisco, california journey around the world jules verne hot air balloon travel steampunk lighthearted"
8528,underdog sports love at first sight competition gymnasium bodyguard oddball cheerleader cheerleading sexual harassment breaking the fourth wall pirate workout megalomaniac lgbt sport competition against the odds mentor protégé relationship weight loss referee aftercreditsstinger duringcreditsstinger guide book dodgeball instructional video girl scouts candid small business handicapped casual rules and regulations food addiction amused appreciative exhilarated
8529,new york city friendship marriage proposal airport stewardess translation illegal immigration language barrier immigration law craftsman fast food restaurant jazz singer or musician saxophonist autograph passport based on true story somber eastern european jazz history ins appreciative doubtful enthusiastic
8530,ship single parent parent child relationship scotland loss of loved one deaf abusive father letter father little boy woman director empathetic
8531,undercover kidnapping fbi auction nightclub sleepover cross dressing car accident shopping news reporter impersonation high society fashion show buddy cop basketball player socialite party dance-off hamptons jealous wife dumb blonde brothers amused runway fbi operation drug bust
8532,infidelity beach based on novel or book assistant innocence author writer summer older woman younger man relationship failing marriage summer job troubled marriage hamptons successful author children's author
8533,secret love soulmates based on novel or book love of one's life fight poem river sadness class dementia tears candle mailbox valentine's day
8534,governor cambodia sibling relationship chase tiger loss of loved one royalty traveling circus archaeologist
8535,musical biography hollywood
8542,veterinarian musical femme fatale
8571,friends therapy polyamory foursome
8574,holiday musical
8575,
8577,che guevara fidel castro cuban revolution
8578,shotgun comet zombie end of world farm house torso cut in half bugs killer fish
8580,princess fairy tale prince little red riding hood musical stage show based on play or musical curse widower broadway death of mother beanstalk evil witch giant broadway show stage performance death of wife baker musical comedy filmed theater found family slipper cinderella giantess jack and the beanstalk rapunzel musical proshot
8581,computer based on novel or book 1970s biography based on true story business 1980s
8582,propaganda media professor psychoanalysis manipulation of the media political activist media manipulation linguist east timor fourth estate media coverage celebrity interview media appropriation social study
8587,
8588,bondage obsession killing mountaineer love murder murdered
8591,experiment based on novel or book aftermath intelligence time travel biography based on true story urban legend falling in love uss eldridge
8593,rap music hip-hop street gang
8596,inspector clouseau bumbling hilarious
8600,casino based on novel or book gangster film noir black and white dead end kids juvenile delinquent catholic reform school catholic priest
8601,boarding school cigarette dinner revolt boys' school gay theme short film
8604,"taxi taxi driver marseille, france pizza boy pizza delivery police officer bank robbery"
8605,robbery armor santa claus disguise
8607,"baby drag queen holiday tokyo, japan alcoholic blunt adult animation christmas anime depressed compassionate"
8609,rescue in love with enemy attempted murder horse kentucky family relationships waterfall cross dressing dog family feud
8610,change guru transmigration body-swap eccentric millionaire body switch
8611,rural area black and white farmer
8614,amnesia mother role rich woman poor man working class fish out of water hillbilly single father heiress carpenter opposites attract rich snob payback mischievous lighthearted unruly children
8617,pianist modeling marrying money 1930s mink coat
8620,sheep quarantine upper class guest room surrealism lamb bear mansion black and white roman catholic church pretension dinner party piano provocative
8622,saudi arabia usa president government politics war on terror socialism jihad iraq iraq war political intrigue  9/11 political scandal patriot act political machine fake news political documentary fake reality oil war
8623,love letter nose inferiority complex based on play or musical rivalry astronomer falling in love fire chief firefighter colleague friends to lovers pacific northwest rocket scientist
8626,anthology crawling hand
8632,factory worker feminism yorkshire feminist sumo femininity bbw
8633,android flying car space marine trailer park laser gun shapeshifting fighter pilot alien game 1980s arcade game universal translator
8636,new york city dual identity love of one's life secret identity superhero pizza boy based on comic sequel romance doctor scientist tentacle death super villain young adult
8638,"journalist talking soulmates walking paris, france bookshop love of one's life author semi autobiographical romantic cliché trem livraria"
8640,roman empire king arthur battle 5th century northumbria hadrian’s wall
8641,1970s journalism sexism ladder panda tv show in film mustache screwball comedy battle of the sexes misogynist teleprompter gang warfare aftercreditsstinger duringcreditsstinger news spoof
8643,high school work jealousy american football stepmother school party orphan disguise teenage romance stepsister modern fairy tale cinderella
8644,"chicago, illinois future man vs machine hero artificial intelligence (a.i.) based on novel or book grandparent grandchild relationship homicide detective dystopia hologram murder robot as menace car accident robot grandmother humanity futuristic city robotics humanoid robot talking robot self-driving car homicide investigation 2030s serious robot companion old robot new robot tense"
8645,new york city individual adolescence airplane drug crime drug trafficking pregnancy bravery cocaine drug mule illegal immigration maquiladora teacher self esteem shocking teenage protagonist anxious wistful bitter earnest
8650,addiction based on play or musical connecticut alcoholism family relationships morphine sailor
8656,"prison court taxi driver murder lawyer warsaw, poland psychological drama"
8665,"sniper assassin berlin, germany amnesia based on novel or book espionage lie sequel on the run shootout foot chase exploding house one against many rail car dark past moscow, russia hand to hand combat action hero bourne jason bourne dramatic suspenseful"
8666,superhero based on comic vigilante evil corporation female protagonist urban setting masked vigilante super villain masked superhero
8667,based on novel or book aids bisexuality art house tantrum lgbt gay friend
8670,delinquent victim hypnosis doctor criminal german expressionism
8677,based on comic movie serial plague
8684,prison nazi escape world war ii rope prison escape escaped convict religion black and white spoon train prison break lyon france trem prisão nazismo
8685,
8690,"husband wife relationship based on novel or book war crimes world war ii prisoner of war time travel dresden, germany alien civilization"
8695,playboy
8711,home ownership advertising executive building a house
8712,"jealousy judge shipwreck honeymoon bigamy confusion remarriage los angeles, california presumed dead screwball comedy deserted island second marriage lost at sea hilarious comedy of remarriage enoch arden first wife"
8713,flying car musical little girl freckles
8714,composer world war i musical biography broadway modern dance chorus girl broadway musical husband wife estrangement songwriting musical theater contemporary dance loss of legs showtunes dancing girls busy husband cole porter
8718,"chicago, illinois schizophrenia asylum flashback memory loss black and white based on memoir or autobiography mental illness doctor patient relationship electro shock mental hospital shock treatment"
8720,slum riches lighthearted admiring adoring
8724,"plan civil war sicily, italy praise pastor arranged marriage monarchy country estate power takeover political instability ambition palermo, sicily bourbon naples, italy opportunist decadence"
8727,"based on novel or book cinema on cinema movie business social satire hollywood los angeles, california lynch mob disturbed accountant lonely man 1930s movie mogul aspiring artist old hollywood eve of world war ii film industry baffled"
8730,japan scotland traitor world war ii freight train railway car teacher jungle corporal punishment bushido
8738,romcom french new wave experimental cinema
8743,world war i time travel twin brother fighter ace
8748,"prostitute rome, italy sexuality naples, italy anthology sexual freedom lingerie pregnant woman stockings sexually empowered woman pregnant wife sex comedy sexually aggressive woman nylons milan, italy"
8753,woman director
8754,"based on novel or book love triangle scotland fascism edinburgh, scotland coming of age teacher eccentric school older man younger woman relationship teacher student relationship teacher hero spinster nude modeling painter as artist art teacher female teacher romantic triangle hopeless romantic sexual curiosity girls' school young girl seduces old man young girls romanticism"
8755,italian italy sicilian neorealism
8765,police hitman propaganda cat paranoia femme fatale film noir conspiracy black and white train hired killer police shootout nightclub performer murder mystery female magician
8771,mathematics black and white private detective jewel theft gin rummy sherlock holmes
8772,library spy cold war grocer iron curtain cynicism whiskey atheist tribunal black and white love affair double cross alcoholic filing credit exhilarated
8773,"london, england kidnapping switzerland world war ii invention black and white gestapo war effort secret code bomb -sight dancing men false bottomed trunk moriarty holmes vs moriarty sherlock holmes"
8774,"london, england amnesia blackmail scotland yard investigation hypnosis violence against women femme fatale trance black and white series of murders hypnotist hypnotism ledge assassination attempt mutilated body severed finger silhouette on window shade bust of julius caesar holmes vs moriarty sherlock holmes"
8778,auction black and white music box sherlock holmes
8781,mind control assassin gulf war assassination presidential election senator canoe kuwait remake conspiracy brainwashing political assassination election war hero u.s. congress government assassin implant presidential candidate assassination plan presidential campaign sleeper agent mk ultra election night
8782,secret organization golden gate bridge locker oil rig  teenage hero soaked clothes thunderbirds
8783,"pennsylvania, usa twist forest rural area blindness courtship mentally handicapped man aura village council bosque plot twist"
8784,"depression new jersey unsociability paraplegic expensive restaurant loss of loved one pop culture difficult childhood ecstasy strangeness epilepsy lethargy answering machine single marijuana los angeles, california psychiatrist grave digger"
8795,
8796,virgin freedom based on play or musical ancient rome slave slave owner
8798,taxi police hitman hostage self-fulfilling prophecy taxi driver fbi nightclub briefcase sociopath train professional hit one night gun violence lapd contract killer neo-noir cabbie frantic federal prosecutor dreary taxi ride car suspense thriller los angeles airport (lax) bold
8799,"plan new jersey technology talk show ex-boyfriend narration interview romcom television producer sabotage betrayal by friend trenton, new jersey daytime talk show carly simon"
8800,"future amnesia shanghai, china dystopia seattle, washington insurance agent"
8804,based on novel or book world war ii based on true story prostitution nazi collaborationism 1940s abortion occupied france (1940-44) abortionist
8807,"sibling relationship new jersey amsterdam, netherlands road trip cannabis pot smoking marijuana police chase east asian lead buddy stoner fast food one night buddy comedy munchies crop circle rich parents car siren blood spurting"
8808,coronation marriage duty falling in love calm romantic audacious
8809,
8810,space marine saving the world predator praise pyramid alien creature cosmos familiar
8813,adultery infidelity loyalty marriage forbidden love unfaithfulness
8814,friendship loss of loved one camping wilderness treasure hunt rafting nature
8815,africa vatican (holy see) religion and supernatural exorcism remake kenya priest paganism massacre devil ex priest archaeologist roman catholic church demonic possession relic catholic priest crisis of faith archaeological dig 1940s byzantine empire east africa ancient evil supernatural horror abandoned church
8827,stand-up comedy family
8830,research snake predator traitor expedition orchid borneo survival jungle anaconda stormy night kalimantan animal horror
8831,serial killer
8832,gobi desert cavalry wuxia peplum 8th century
8833,"london, england advancement lover british empire aristocrat woman director"
8835,"blackmail paparazzi suspicion video surveillance revenge stalking invasion of privacy los angeles, california car accident tragic event police investigation"
8836,love of one's life leave look-alike intrigue
8838,"waitress widow arizona son road trip singer tucson, arizona phoenix, arizona"
8840,italian american catholic guilt
8844,factory worker factory camera poland filmmaking super 8mm footage documentary filmmaking marital problem communist party thuggish boss party politics post-war poland student film film festival new father someone with a camera
8848,friendship pregnancy ladykiller black and white neo realism italian neo realism
8860,"police psychopath bank telephone los angeles, california home invasion cell phone duringcreditsstinger"
8861,rescue martial arts dystopia mutant conspiracy evil corporation zombie based on video game casual
8864,sports baseball
8865,"journalist london, england himalaya mountain range killer robot computer war steampunk robot"
8866,new love sports tennis tennis player wimbledon tournament professional sports professional athlete athlete
8869,daughter usa president undercover college romcom first lady lying young adult u.s. secret service agent overprotective father
